Site identification,Camera set date-time,Camera check date-time,Lure type,Species common name,Count of individuals,Observation date-time
Identification du Site,Appareil photo – la date et l’heure de l’installation,Appareil photo – la date et l’heure de la vérification,Type d’appât,Nom commun de l’espèce,Nombre d’individus,Date et heure de l’observation
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,7/9/2017 18:47
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,6/9/2017 15:27
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,6/9/2017 15:14
30,31/08/2017 8:15,14/09/2017 14:45,Control,River Otter,4,7/9/2017 7:49
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,5/9/2017 19:46
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,8/9/2017 17:02
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,2/9/2017 8:41
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,8/9/2017 17:59
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,10/9/2017 15:48
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,12/9/2017 14:39
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,12/9/2017 15:27
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,12/9/2017 16:55
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,14/09/2017 9:52
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,8/9/2017 14:20
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,5/9/2017 14:31
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,4/9/2017 12:43
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,4/9/2017 2:28
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,2/9/2017 10:01
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,1/9/2017 18:22
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,1/9/2017 17:55
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,1/9/2017 17:43
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,2,5/9/2017 16:41
30,31/08/2017 8:15,14/09/2017 14:45,Control,Black Bear,1,2/9/2017 13:02
30,10/6/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,16/06/2015 7:19
30,10/6/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,20/06/2015 4:06
30,10/6/2015 7:25,29/06/2015 14:20,Anis Oil,Black-tailed Deer,1,21/06/2015 12:39
30,10/6/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,13/06/2015 5:22
30,10/6/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,13/06/2015 21:14
30,10/6/2015 7:25,29/06/2015 14:20,Anis Oil,Raccoon,1,16/06/2015 4:45
31,24/06/2014 11:51,10/7/2014 15:56,Fish Oil,Raccoon,1,2/7/2014 22:32
32,9/5/2014 16:30,22/05/2014 11:53,Anis Oil,Black Bear,1,13/05/2014 17:15
32,25/06/2014 12:00,9/7/2014 15:09,Fish Oil,Black Bear,1,29/06/2014 18:02
32,21/07/2017 11:05,3/8/2017 15:00,Fish Oil,Black Bear,1,1/8/2017 9:03
32,21/07/2017 11:05,3/8/2017 15:00,Fish Oil,Black Bear,1,22/07/2017 20:24
32,1/9/2017 7:05,14/09/2017 17:00,Anis Oil,Black Bear,1,10/9/2017 10:07
32,1/9/2017 7:05,14/09/2017 17:00,Anis Oil,Black Bear,1,8/9/2017 18:16
32,1/9/2017 7:05,14/09/2017 17:00,Anis Oil,Black Bear,1,1/9/2017 19:07
32,1/9/2017 7:05,14/09/2017 17:00,Anis Oil,Wolf,2,13/09/2017 4:26
32,12/5/2015 9:05,27/05/2015 11:05,Fish Oil,Black Bear,1,20/05/2015 14:06
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,17/07/2016 4:37
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,18/07/2016 8:49
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,11/7/2016 9:00
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,12/7/2016 7:10
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,11/7/2016 8:56
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,12/7/2016 7:15
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,11/7/2016 9:47
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,12/7/2016 7:25
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,14/07/2016 5:57
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,14/07/2016 16:37
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,18/07/2016 11:39
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,19/07/2016 5:39
32,9/7/2016 10:50,19/07/2016 13:00,Control,Black Bear,1,11/7/2016 8:44
33,24/07/2014 8:55,6/8/2014 15:52,Control,Black Bear,1,24/07/2014 13:57
